Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       6/42          main [7]
                0.00    0.00      13/42          void std::_Destroy<User>(User*) [96]
[30]     0.0    0.00    0.00      25         User::~User() <cycle 1> [30]
                0.00    0.00      25/31          Account::~Account() [22]
                                  25             std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::~vector() <cycle 1> [37]
-----------------------------------------------
                0.00    0.00      25/25          std::allocator<User>::~allocator() [34]
[31]     0.0    0.00    0.00      25         __gnu_cxx::new_allocator<User>::~new_allocator() [31]
-----------------------------------------------
                0.00    0.00      25/25          std::shared_ptr<Group>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*>(__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*) [54]
[32]     0.0    0.00    0.00      25         bool __gnu_cxx::operator!=<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > > const&) [32]
                0.00    0.00      50/50          __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >::base() const [13]
-----------------------------------------------
                0.00    0.00       6/25          std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::max_size() const [217]
                0.00    0.00      19/25          std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::vector(std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > const&) [55]
[33]     0.0    0.00    0.00      25         std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_M_get_Tp_allocator() const [33]
-----------------------------------------------
                0.00    0.00       1/25          std::_Vector_base<User, std::allocator<User> >::_Vector_impl::~_Vector_impl() [606]
                0.00    0.00       6/25          std::shared_ptr<User> std::make_shared<User, User const&>(User const&) [278]
                0.00    0.00       6/25          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<User, std::allocator<User>, User const&>(std::_Sp_make_shared_tag, User*, std::allocator<User> const&, User const&) [239]
                0.00    0.00       6/25          std::_Sp_ebo_helper<0, std::allocator<User>, true>::~_Sp_ebo_helper() [236]
                0.00    0.00       6/25          std::_Sp_counted_ptr_inplace<User, std::allocator<User>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<User const&>(std::allocator<User>, User const&) [262]
[34]     0.0    0.00    0.00      25         std::allocator<User>::~allocator() [34]
                0.00    0.00      25/25          __gnu_cxx::new_allocator<User>::~new_allocator() [31]
-----------------------------------------------
                0.00    0.00      25/25          std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::~_Vector_base() [36]
[35]     0.0    0.00    0.00      25         std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_Vector_impl::~_Vector_impl() [35]
                0.00    0.00      25/44          std::allocator<std::shared_ptr<Group> >::~allocator() [16]
-----------------------------------------------
                0.00    0.00      25/25          std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::~vector() <cycle 1> [37]
[36]     0.0    0.00    0.00      25         std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::~_Vector_base() [36]
                0.00    0.00      25/28          std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_M_deallocate(std::shared_ptr<Group>*, unsigned long) [26]
                0.00    0.00      25/25          std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_Vector_impl::~_Vector_impl() [35]
-----------------------------------------------
                                  25             User::~User() <cycle 1> [30]
[37]     0.0    0.00    0.00      25         std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::~vector() <cycle 1> [37]
                0.00    0.00      25/53          std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_M_get_Tp_allocator() [12]
                0.00    0.00      25/25          std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::~_Vector_base() [36]
                                  25             void std::_Destroy<std::shared_ptr<Group>*, std::shared_ptr<Group> >(std::shared_ptr<Group>*, std::shared_ptr<Group>*, std::allocator<std::shared_ptr<Group> >&) <cycle 1> [28]
-----------------------------------------------
                0.00    0.00       3/24          void std::_Rb_tree<std::shared_ptr<User>, std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> >, std::_Select1st<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >, std::less<std::shared_ptr<User> >, std::allocator<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > > >::_M_construct_node<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > const&>(std::_Rb_tree_node<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >*, std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > const&) [518]
                0.00    0.00       3/24          void std::_Rb_tree<std::shared_ptr<User>, std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> >, std::_Select1st<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >, std::less<std::shared_ptr<User> >, std::allocator<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<std::shared_ptr<User>&&>, std::tuple<> >(std::_Rb_tree_node<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >*, std::piecewise_construct_t const&, std::tuple<std::shared_ptr<User>&&>&&, std::tuple<>&&) [519]
                0.00    0.00       6/24          std::_Rb_tree<std::shared_ptr<User>, std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> >, std::_Select1st<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >, std::less<std::shared_ptr<User> >, std::allocator<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >*) <cycle 1> [273]
                0.00    0.00       6/24          std::_Rb_tree<std::shared_ptr<User>, std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> >, std::_Select1st<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >, std::less<std::shared_ptr<User> >, std::allocator<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > > >::_M_put_node(std::_Rb_tree_node<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >*) [270]
                0.00    0.00       6/24          std::_Rb_tree<std::shared_ptr<User>, std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> >, std::_Select1st<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >, std::less<std::shared_ptr<User> >, std::allocator<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > > >::_M_get_node() [269]
[38]     0.0    0.00    0.00      24         std::_Rb_tree<std::shared_ptr<User>, std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> >, std::_Select1st<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >, std::less<std::shared_ptr<User> >, std::allocator<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > > >::_M_get_Node_allocator() [38]
-----------------------------------------------
                0.00    0.00       3/24          std::shared_ptr<Account> std::make_shared<Account, Account>(Account&&) [526]
                0.00    0.00       3/24          std::shared_ptr<Account> std::allocate_shared<Account, std::allocator<Account>, Account>(std::allocator<Account> const&, Account&&) [529]
                0.00    0.00       3/24          std::shared_ptr<Account>::shared_ptr<std::allocator<Account>, Account>(std::_Sp_make_shared_tag, std::allocator<Account> const&, Account&&) [442]
                0.00    0.00       3/24          std::__shared_ptr<Account, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Account>, Account>(std::_Sp_make_shared_tag, std::allocator<Account> const&, Account&&) [453]
                0.00    0.00       3/24          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Account, std::allocator<Account>, Account>(std::_Sp_make_shared_tag, Account*, std::allocator<Account> const&, Account&&) [462]
                0.00    0.00       3/24          std::_Sp_counted_ptr_inplace<Account, std::allocator<Account>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<Account>(std::allocator<Account>, Account&&) [495]
                0.00    0.00       3/24          void std::allocator_traits<std::allocator<Account> >::construct<Account, Account>(std::allocator<Account>&, Account*, Account&&) [472]
                0.00    0.00       3/24          void __gnu_cxx::new_allocator<Account>::construct<Account, Account>(Account*, Account&&) [408]
[39]     0.0    0.00    0.00      24         Account&& std::forward<Account>(std::remove_reference<Account>::type&) [39]
-----------------------------------------------
                0.00    0.00       3/24          std::shared_ptr<Group> std::make_shared<Group, Group&>(Group&) [525]
                0.00    0.00       3/24          std::shared_ptr<Group> std::allocate_shared<Group, std::allocator<Group>, Group&>(std::allocator<Group> const&, Group&) [528]
                0.00    0.00       3/24          std::shared_ptr<Group>::shared_ptr<std::allocator<Group>, Group&>(std::_Sp_make_shared_tag, std::allocator<Group> const&, Group&) [438]
                0.00    0.00       3/24          std::__shared_ptr<Group, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Group>, Group&>(std::_Sp_make_shared_tag, std::allocator<Group> const&, Group&) [448]
                0.00    0.00       3/24          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Group, std::allocator<Group>, Group&>(std::_Sp_make_shared_tag, Group*, std::allocator<Group> const&, Group&) [461]
                0.00    0.00       3/24          std::_Sp_counted_ptr_inplace<Group, std::allocator<Group>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<Group&>(std::allocator<Group>, Group&) [488]
                0.00    0.00       3/24          void std::allocator_traits<std::allocator<Group> >::construct<Group, Group&>(std::allocator<Group>&, Group*, Group&) [470]
                0.00    0.00       3/24          void __gnu_cxx::new_allocator<Group>::construct<Group, Group&>(Group*, Group&) [406]
[40]     0.0    0.00    0.00      24         Group& std::forward<Group&>(std::remove_reference<Group&>::type&) [40]
-----------------------------------------------
                0.00    0.00       3/22          void __gnu_cxx::new_allocator<Account>::construct<Account, Account>(Account*, Account&&) [408]
                0.00    0.00      19/22          User::User(User const&) [46]
[41]     0.0    0.00    0.00      22         Account::Account(Account const&) [41]
-----------------------------------------------
                0.00    0.00       3/22          void std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_M_realloc_insert<std::shared_ptr<Group> >(__gnu_cxx::__normal_iterator<std::shared_ptr<Group>*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>&&) [510]
                0.00    0.00      19/22          std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_M_create_storage(unsigned long) [51]
[42]     0.0    0.00    0.00      22         std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_M_allocate(unsigned long) [42]
                0.00    0.00       9/9           std::allocator_traits<std::allocator<std::shared_ptr<Group> > >::allocate(std::allocator<std::shared_ptr<Group> >&, unsigned long) [154]
-----------------------------------------------
                                   6             std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> >::~pair() <cycle 1> [266]
                                   9             void std::_Destroy<std::shared_ptr<User> >(std::shared_ptr<User>*) <cycle 1> [160]
                0.00    0.00       6/42          Group::addMember(User const&) [404]
[43]     0.0    0.00    0.00      21         std::shared_ptr<User>::~shared_ptr() <cycle 1> [43]
                                  21             std::__shared_ptr<User, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() <cycle 1> [44]
-----------------------------------------------
                                  21             std::shared_ptr<User>::~shared_ptr() <cycle 1> [43]
[44]     0.0    0.00    0.00      21         std::__shared_ptr<User, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() <cycle 1> [44]
                                  21             std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() <cycle 1> [14]
-----------------------------------------------
                0.00    0.00       7/20          User* std::__uninitialized_copy<false>::__uninit_copy<User const*, User*>(User const*, User const*, User*) [183]
                0.00    0.00      13/20          void std::_Destroy_aux<false>::__destroy<User*>(User*, User*) [300]
[45]     0.0    0.00    0.00      20         User* std::__addressof<User>(User&) [45]
-----------------------------------------------
                0.00    0.00       7/19          void std::_Construct<User, User const&>(User*, User const&) [197]
                0.00    0.00      12/19          void __gnu_cxx::new_allocator<User>::construct<User, User const&>(User*, User const&) [97]
[46]     0.0    0.00    0.00      19         User::User(User const&) [46]
                0.00    0.00      19/19          std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::vector(std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > const&) [55]
                0.00    0.00      19/22          Account::Account(Account const&) [41]
-----------------------------------------------
                0.00    0.00      19/19          std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::vector(std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > const&) [55]
[47]     0.0    0.00    0.00      19         __gnu_cxx::__alloc_traits<std::allocator<std::shared_ptr<Group> > >::_S_select_on_copy(std::allocator<std::shared_ptr<Group> > const&) [47]
                0.00    0.00      19/19          std::allocator_traits<std::allocator<std::shared_ptr<Group> > >::select_on_container_copy_construction(std::allocator<std::shared_ptr<Group> > const&) [53]
-----------------------------------------------
                0.00    0.00      19/19          std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::vector(std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > const&) [55]
[48]     0.0    0.00    0.00      19         std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::end() const [48]
                0.00    0.00      19/38          __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >::__normal_iterator(std::shared_ptr<Group> const* const&) [20]
-----------------------------------------------
                0.00    0.00      19/19          std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::vector(std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > const&) [55]
[49]     0.0    0.00    0.00      19         std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::begin() const [49]
                0.00    0.00      19/38          __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >::__normal_iterator(std::shared_ptr<Group> const* const&) [20]
-----------------------------------------------
                0.00    0.00      19/19          std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_Vector_base(unsigned long, std::allocator<std::shared_ptr<Group> > const&) [52]
[50]     0.0    0.00    0.00      19         std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_Vector_impl::_Vector_impl(std::allocator<std::shared_ptr<Group> > const&) [50]
                0.00    0.00      19/38          std::allocator<std::shared_ptr<Group> >::allocator(std::allocator<std::shared_ptr<Group> > const&) [21]
-----------------------------------------------
                0.00    0.00      19/19          std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_Vector_base(unsigned long, std::allocator<std::shared_ptr<Group> > const&) [52]
[51]     0.0    0.00    0.00      19         std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_M_create_storage(unsigned long) [51]
                0.00    0.00      19/22          std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_M_allocate(unsigned long) [42]
-----------------------------------------------
                0.00    0.00      19/19          std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::vector(std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > const&) [55]
[52]     0.0    0.00    0.00      19         std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_Vector_base(unsigned long, std::allocator<std::shared_ptr<Group> > const&) [52]
                0.00    0.00      19/19          std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_Vector_impl::_Vector_impl(std::allocator<std::shared_ptr<Group> > const&) [50]
                0.00    0.00      19/19          std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_M_create_storage(unsigned long) [51]
-----------------------------------------------
                0.00    0.00      19/19          __gnu_cxx::__alloc_traits<std::allocator<std::shared_ptr<Group> > >::_S_select_on_copy(std::allocator<std::shared_ptr<Group> > const&) [47]
[53]     0.0    0.00    0.00      19         std::allocator_traits<std::allocator<std::shared_ptr<Group> > >::select_on_container_copy_construction(std::allocator<std::shared_ptr<Group> > const&) [53]
                0.00    0.00      19/38          std::allocator<std::shared_ptr<Group> >::allocator(std::allocator<std::shared_ptr<Group> > const&) [21]
-----------------------------------------------
                0.00    0.00      19/19          std::shared_ptr<Group>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*>(__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*) [56]
[54]     0.0    0.00    0.00      19         std::shared_ptr<Group>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*>(__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*) [54]
                0.00    0.00      25/25          bool __gnu_cxx::operator!=<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > > const&) [32]
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >::operator*() const [214]
                0.00    0.00       6/6           void std::_Construct<std::shared_ptr<Group>, std::shared_ptr<Group> const&>(std::shared_ptr<Group>*, std::shared_ptr<Group> const&) [275]
                0.00    0.00       6/15          std::shared_ptr<Group>* std::__addressof<std::shared_ptr<Group> >(std::shared_ptr<Group>&) [86]
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >::operator++() [210]
-----------------------------------------------
                0.00    0.00      19/19          User::User(User const&) [46]
[55]     0.0    0.00    0.00      19         std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::vector(std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > const&) [55]
                0.00    0.00      19/25          std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_M_get_Tp_allocator() const [33]
                0.00    0.00      19/19          __gnu_cxx::__alloc_traits<std::allocator<std::shared_ptr<Group> > >::_S_select_on_copy(std::allocator<std::shared_ptr<Group> > const&) [47]
                0.00    0.00      19/31          std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::size() const [23]
                0.00    0.00      19/19          std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_Vector_base(unsigned long, std::allocator<std::shared_ptr<Group> > const&) [52]
                0.00    0.00      19/44          std::allocator<std::shared_ptr<Group> >::~allocator() [16]
                0.00    0.00      19/53          std::_Vector_base<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::_M_get_Tp_allocator() [12]
                0.00    0.00      19/19          std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::end() const [48]
                0.00    0.00      19/19          std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::begin() const [49]
                0.00    0.00      19/19          std::shared_ptr<Group>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*, std::shared_ptr<Group> >(__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*, std::allocator<std::shared_ptr<Group> >&) [57]
-----------------------------------------------
                0.00    0.00      19/19          std::shared_ptr<Group>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*, std::shared_ptr<Group> >(__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*, std::allocator<std::shared_ptr<Group> >&) [57]
[56]     0.0    0.00    0.00      19         std::shared_ptr<Group>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*>(__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*) [56]
                0.00    0.00      19/19          std::shared_ptr<Group>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*>(__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*) [54]
-----------------------------------------------
                0.00    0.00      19/19          std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > >::vector(std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > const&) [55]
[57]     0.0    0.00    0.00      19         std::shared_ptr<Group>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*, std::shared_ptr<Group> >(__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*, std::allocator<std::shared_ptr<Group> >&) [57]
                0.00    0.00      19/19          std::shared_ptr<Group>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*>(__gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Group> const*, std::vector<std::shared_ptr<Group>, std::allocator<std::shared_ptr<Group> > > >, std::shared_ptr<Group>*) [56]
-----------------------------------------------
                0.00    0.00      18/18          std::allocator<User>::allocator(std::allocator<User> const&) [64]
[58]     0.0    0.00    0.00      18         __gnu_cxx::new_allocator<User>::new_allocator(__gnu_cxx::new_allocator<User> const&) [58]
-----------------------------------------------
                0.00    0.00      18/18          std::_Sp_counted_ptr_inplace<User, std::allocator<User>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [69]
[59]     0.0    0.00    0.00      18         __gnu_cxx::__aligned_buffer<User>::_M_ptr() [59]
                0.00    0.00      18/18          __gnu_cxx::__aligned_buffer<User>::_M_addr() [60]
-----------------------------------------------
                0.00    0.00      18/18          __gnu_cxx::__aligned_buffer<User>::_M_ptr() [59]
[60]     0.0    0.00    0.00      18         __gnu_cxx::__aligned_buffer<User>::_M_addr() [60]
-----------------------------------------------
                0.00    0.00      18/18          std::_Rb_tree_node<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >::_M_valptr() [66]
[61]     0.0    0.00    0.00      18         __gnu_cxx::__aligned_membuf<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >::_M_ptr() [61]
                0.00    0.00      18/18          __gnu_cxx::__aligned_membuf<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >::_M_addr() [62]
-----------------------------------------------
                0.00    0.00      18/18          __gnu_cxx::__aligned_membuf<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >::_M_ptr() [61]
[62]     0.0    0.00    0.00      18         __gnu_cxx::__aligned_membuf<std::pair<std::shared_ptr<User> const, std::shared_ptr<Account> > >::_M_addr() [62]
-----------------------------------------------
                0.00    0.00      18/18          bool std::operator==<std::shared_ptr<User>*>(std::move_iterator<std::shared_ptr<User>*> const&, std::move_iterator<std::shared_ptr<User>*> const&) [162]
[63]     0.0    0.00    0.00      18         std::move_iterator<std::shared_ptr<User>*>::base() const [63]
-----------------------------------------------
                0.00    0.00       6/18          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<User, std::allocator<User>, User const&>(std::_Sp_make_shared_tag, User*, std::allocator<User> const&, User const&) [239]
                0.00    0.00       6/18          std::_Sp_counted_ptr_inplace<User, std::allocator<User>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<User const&>(std::allocator<User>, User const&) [262]
                0.00    0.00       6/18          std::_Sp_ebo_helper<0, std::allocator<User>, true>::_Sp_ebo_helper(std::allocator<User> const&) [235]
[64]     0.0    0.00    0.00      18         std::allocator<User>::allocator(std::allocator<User> const&) [64]
                0.00    0.00      18/18          __gnu_cxx::new_allocator<User>::new_allocator(__gnu_cxx::new_allocator<User> const&) [58]
-----------------------------------------------
